DATE_TIME,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,hour,minute,day_of_week,day_of_year,month,hour_sin,hour_cos,day_sin,day_cos
2020-01-06 02:30:00,-0.7797465365117797,0.0,0.0,153519480.0,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,2,30,0,6,1,0.7222327377366062,1.2474466433668963,-2.7634515471191246,2.905764843364815
2020-01-06 02:45:00,-0.7797465365117797,0.0,0.0,153519480.0,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,2,45,0,6,1,0.7222327377366062,1.2474466433668963,-2.7634515471191246,2.905764843364815
2020-01-06 03:00:00,-0.7797465365117797,0.0,0.0,153519480.0,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,3,0,0,6,1,1.0147450348512552,1.0223310801188719,-2.7634515471191246,2.905764843364815
2020-01-06 03:15:00,-0.7797465365117797,0.0,0.0,153519480.0,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,3,15,0,6,1,1.0147450348512552,1.0223310801188719,-2.7634515471191246,2.905764843364815
2020-01-06 03:30:00,-0.7797465365117797,0.0,0.0,153519480.0,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,3,30,0,6,1,1.0147450348512552,1.0223310801188719,-2.7634515471191246,2.905764843364815
2020-01-06 03:45:00,-0.7797465365117797,0.0,0.0,153519480.0,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,3,45,0,6,1,1.0147450348512552,1.0223310801188719,-2.7634515471191246,2.905764843364815
2020-01-06 04:00:00,-0.7797465365117797,0.0,0.0,153519480.0,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,4,0,0,6,1,1.2391976147430457,0.7289547662726072,-2.7634515471191246,2.905764843364815
2020-01-06 04:15:00,-0.7797465365117797,0.0,0.0,153519480.0,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,4,15,0,6,1,1.2391976147430457,0.7289547662726072,-2.7634515471191246,2.905764843364815
2020-01-06 04:30:00,-0.7797465365117797,0.0,0.0,153519480.0,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,4,30,0,6,1,1.2391976147430457,0.7289547662726072,-2.7634515471191246,2.905764843364815
2020-01-06 04:45:00,-0.7797465365117797,0.0,0.0,153519480.0,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,4,45,0,6,1,1.2391976147430457,0.7289547662726072,-2.7634515471191246,2.905764843364815
2020-01-06 05:00:00,-0.7797465365117797,0.0,0.0,153519480.0,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,5,0,0,6,1,1.3802944050177781,0.38731081278944296,-2.7634515471191246,2.905764843364815
2020-01-06 05:15:00,-0.7797465365117797,0.0,0.0,153519480.0,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,5,15,0,6,1,1.3802944050177781,0.38731081278944296,-2.7634515471191246,2.905764843364815
2020-01-06 05:30:00,-0.7797465365117797,0.0,0.0,153519480.0,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,5,30,0,6,1,1.3802944050177781,0.38731081278944296,-2.7634515471191246,2.905764843364815
2020-01-06 05:45:00,-0.7797465365117797,0.0,0.0,153519480.0,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,5,45,0,6,1,1.3802944050177781,0.38731081278944296,-2.7634515471191246,2.905764843364815
2020-01-06 06:00:00,-0.7608003057624667,164.980357142,8.696428572,153519488.697,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,6,0,0,6,1,1.4284198925917004,0.020681690505929273,-2.7634515471191246,2.905764843364815
2020-01-06 06:15:00,-0.6700236692511249,957.9375,135.178571429,153519615.179,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,6,15,0,6,1,1.4284198925917004,0.020681690505929273,-2.7634515471191246,2.905764843364815
2020-01-06 06:30:00,-0.545781121997408,2051.10535714,507.55357144,153519987.554,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,6,30,0,6,1,1.4284198925917004,0.020681690505929273,-2.7634515471191246,2.905764843364815
2020-01-06 06:45:00,-0.4021739236623204,3330.2267858,1170.60714287,153520650.608,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,6,45,0,6,1,1.4284198925917004,0.020681690505929273,-2.7634515471191246,2.905764843364815
2020-01-06 07:00:00,-0.2652656051294669,4552.7,2158.46428575,153521638.464,-0.23676412929534255,-0.602753509471607,-0.6394641633915948,7,0,0,6,1,1.3802944050177781,-0.3459474317775844,-2.7634515471191246,2.905764843364815
